"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"DIRECT-EH-BRAVIA","62:6D:C7:A7:52:93","","-78","2462","11","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/25 16:55:13","-78.93819","36.00193"
"DukeOpen","A0:3D:6F:AB:61:E0","","-79","2437","6","None","None","Infrastructure","No","2018/11/25 16:11:45","-78.93819","36.00193"
"DukeVisitor","A0:3D:6F:AB:61:E2","","-79","2437","6","None","None","Infrastructure","No","2018/11/25 16:11:45","-78.93819","36.00193"
"Dukeblue","00:81:C4:A0:90:63","","-67","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 16:11:20","-78.93819","36.00193"
"DukeVisitor","00:81:C4:A0:90:62","","-68","2412","1","None","None","Infrastructure","No","2018/11/25 16:10:56","-78.93819","36.00193"
"DukeOpen","00:81:C4:A0:90:60","","-69","2412","1","None","None","Infrastructure","No","2018/11/25 16:11:34","-78.93819","36.00193"
"eduroam","00:81:C4:A0:90:61","","-68","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 16:10:56","-78.93819","36.00193"
"eduroam","A0:3D:6F:AB:61:E1","","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 16:11:45","-78.93819","36.00193"
"Dukeblue","A0:3D:6F:AB:61:E3","","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 16:11:46","-78.93819","36.00193"
"","A0:3D:6F:AB:61:E4","","-80","2437","6","None","None","Infrastructure","No","2018/11/25 16:11:13","-78.93819","36.00193"
"SolsticePod","D8:5D:E2:70:37:CB","","-88","2437","6","None","None","Infrastructure","No","2018/11/25 16:55:13","-78.93819","36.00193"
"","00:81:C4:A0:90:64","","-69","2412","1","None","None","Infrastructure","No","2018/11/25 16:10:48","-78.93819","36.00193"
"DukeOpen","A0:3D:6F:AB:8B:20","","-81","2437","6","None","None","Infrastructure","No","2018/11/25 16:55:13","-78.93819","36.00193"
"eduroam","A0:3D:6F:AB:8B:21","","-82","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 16:55:13","-78.93819","36.00193"
"SolsticePod","D8:5D:E2:70:42:33","","-88","2437","6","None","None","Infrastructure","No","2018/11/25 16:55:13","-78.93819","36.00193"
"","10:DA:43:92:9D:08","","-46","2432","5","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 17:38:33","-78.94068","36.00482"
"AreBelongToUs","E4:95:6E:42:05:91","","-64","2462","11","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 17:38:34","-78.94068","36.00482"
"Batman","54:E4:3A:F0:7A:55","Apple, Inc.","-51","2462","11","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"clubs","D4:A0:2A:15:84:F4","CISCO SYSTEMS, INC.","-56","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"Dukeblue","D4:A0:2A:15:84:F2","CISCO SYSTEMS, INC.","-57","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"eduroam","D4:A0:2A:15:84:F1","CISCO SYSTEMS, INC.","-57","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"clubs","D4:A0:2A:15:85:54","CISCO SYSTEMS, INC.","-52","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"eduroam","D4:A0:2A:15:85:51","CISCO SYSTEMS, INC.","-52","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:35","-78.94068","36.00482"
"eduroam","D4:A0:2A:15:A6:D1","CISCO SYSTEMS, INC.","-62","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
"Dukeblue","D4:A0:2A:15:A6:D2","CISCO SYSTEMS, INC.","-62","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 17:38:39","-78.94068","36.00482"
