"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","50:1C:BF:48:D1:A1","Cisco","-67","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:24","-78.93615","36.00115"
"","50:1C:BF:48:D1:A4","Cisco","-67","2412","1","None","None","Infrastructure","No","2018/12/13 18:19:24","-78.93615","36.00115"
"DukeOpen","50:1C:BF:48:D1:A0","Cisco","-63","2412","1","None","None","Infrastructure","No","2018/12/13 18:19:02","-78.93615","36.00115"
"DukeVisitor","50:1C:BF:48:D1:A3","Cisco","-42","2412","1","None","None","Infrastructure","No","2018/12/13 18:19:02","-78.93615","36.00115"
"Dukeblue","50:1C:BF:48:D1:A2","Cisco","-67","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:24","-78.93615","36.00115"
"eduroam","08:CC:68:91:1F:C1","Cisco","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:19","-78.93615","36.00115"
"DukeOpen","08:CC:68:91:1F:C0","Cisco","-79","2437","6","None","None","Infrastructure","No","2018/12/13 18:19:18","-78.93615","36.00115"
"DukeVisitor","08:CC:68:91:1F:C3","Cisco","-79","2437","6","None","None","Infrastructure","No","2018/12/13 18:19:18","-78.93615","36.00115"
"Dukeblue","08:CC:68:91:1F:C2","Cisco","-79","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:19","-78.93615","36.00115"
"eduroam","38:0E:4D:F9:F1:81","","-38","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:26","-78.93719","36.00146"
"Dukeblue","38:0E:4D:F9:F1:82","","-39","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:26","-78.93719","36.00146"
"DukeOpen","38:0E:4D:F9:F1:80","","-37","2462","11","None","None","Infrastructure","No","2018/12/13 18:21:26","-78.93719","36.00146"
"","08:CC:68:91:1F:C4","Cisco","-79","2437","6","None","None","Infrastructure","No","2018/12/13 18:19:19","-78.93615","36.00115"
"DukeVisitor","38:0E:4D:F9:F1:83","","-39","2462","11","None","None","Infrastructure","No","2018/12/13 18:21:26","-78.93719","36.00146"
"DIRECT-81-HP OfficeJet 5200","12:E7:C6:CF:38:81","","-82","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/12/13 18:19:24","-78.93615","36.00115"
"DukeVisitor","2C:3E:CF:48:BD:83","Cisco","-85","2437","6","None","None","Infrastructure","No","2018/12/13 18:20:47","-78.93671","36.00139"
"Dukeblue","00:A3:8E:65:3D:82","","-79","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:20:42","-78.93665","36.00137"
"Dukeblue","00:A3:8E:06:95:C2","","-78","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:10","-78.93707","36.00147"
"DukeVisitor","00:A3:8E:65:3D:83","","-79","2412","1","None","None","Infrastructure","No","2018/12/13 18:20:50","-78.93677","36.00141"
"DukeVisitor","00:A3:8E:06:95:C3","","-76","2412","1","None","None","Infrastructure","No","2018/12/13 18:21:10","-78.93707","36.00147"
"DukeOpen","00:A3:8E:65:3D:80","","-79","2412","1","None","None","Infrastructure","No","2018/12/13 18:20:42","-78.93665","36.00137"
"eduroam","00:A3:8E:65:3D:81","","-78","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:20:51","-78.93683","36.00142"
"","2C:3E:CF:48:BD:84","Cisco","-83","2437","6","None","None","Infrastructure","No","2018/12/13 18:20:35","-78.93665","36.00137"
"","16:F0:21:28:05:D2","","-43","2412","1","WPA2-PSK","TKIP","Infrastructure","No","2018/12/13 18:20:08","-78.93637","36.00122"
"GoDurham Bus302","06:F0:21:28:05:D2","","-45","2412","1","None","None","Infrastructure","No","2018/12/13 18:20:08","-78.93637","36.00122"
"Dukeblue","2C:3E:CF:48:BD:82","Cisco","-87","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:09","-78.93615","36.00115"
"eduroam","2C:3E:CF:48:BD:81","Cisco","-87","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:19:17","-78.93615","36.00115"
"DukeOpen","2C:3E:CF:48:BD:80","Cisco","-76","2437","6","None","None","Infrastructure","No","2018/12/13 18:20:45","-78.93665","36.00137"
"Dukeblue","00:A3:8E:4C:96:22","","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:19","-78.93719","36.00146"
"DukeVisitor","00:A3:8E:4C:96:23","","-79","2437","6","None","None","Infrastructure","No","2018/12/13 18:21:33","-78.93725","36.00145"
"eduroam","00:A3:8E:4C:96:21","","-77","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:34","-78.93731","36.00145"
"DukeOpen","00:A3:8E:06:95:C0","","-78","2412","1","None","None","Infrastructure","No","2018/12/13 18:21:13","-78.93713","36.00146"
"DukeOpen","00:A3:8E:4C:96:20","","-78","2437","6","None","None","Infrastructure","No","2018/12/13 18:21:34","-78.93731","36.00145"
"DukeOpen","00:A3:8E:5C:51:00","","-72","2412","1","None","None","Infrastructure","No","2018/12/13 18:21:21","-78.93719","36.00146"
"Dukeblue","00:A3:8E:5C:51:02","","-73","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:12","-78.93707","36.00147"
"eduroam","00:A3:8E:5C:51:01","","-73","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:21:21","-78.93719","36.00146"
"DukeVisitor","00:A3:8E:5C:51:03","","-73","2412","1","None","None","Infrastructure","No","2018/12/13 18:21:21","-78.93719","36.00146"
"eduroam","00:A3:8E:4C:94:21","","-89","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 18:20:35","-78.93665","36.00137"
"DukeVisitor","00:A3:8E:4C:94:23","","-90","2412","1","None","None","Infrastructure","No","2018/12/13 18:20:35","-78.93665","36.00137"
