"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","C4:0A:CB:A5:4A:61","CISCO SYSTEMS, INC.","-65","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"Dukeblue","C4:0A:CB:A5:4A:63","CISCO SYSTEMS, INC.","-65","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"eduroam","C4:0A:CB:EB:26:21","CISCO SYSTEMS, INC.","-65","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"Dukeblue","C4:0A:CB:EB:26:23","CISCO SYSTEMS, INC.","-67","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"Dukeblue","C4:0A:CB:65:50:E3","CISCO SYSTEMS, INC.","-78","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"eduroam","C4:0A:CB:65:50:E1","CISCO SYSTEMS, INC.","-73","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:36","-78.94125","36.0012"
"RJR_ION 2G","18:D6:C7:F8:F9:46","","-80","2462","11","WPA-PSK + WPA2-PSK","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"RJR_Audio","D4:6E:0E:A2:4D:59","","-78","2462","11","WPA-PSK + WPA2-PSK","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"eduroam","D4:A0:2A:4B:E0:41","CISCO SYSTEMS, INC.","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:36","-78.94125","36.0012"
"Dukeblue","D4:A0:2A:4B:E0:43","CISCO SYSTEMS, INC.","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:36","-78.94125","36.0012"
"Dukeblue","D4:A0:2A:4A:56:03","CISCO SYSTEMS, INC.","-85","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"eduroam","D4:A0:2A:4A:56:01","CISCO SYSTEMS, INC.","-86","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"DukeVisitor","C4:0A:CB:A5:4A:64","CISCO SYSTEMS, INC.","-64","2437","6","None","None","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"DukeOpen","C4:0A:CB:A5:4A:60","CISCO SYSTEMS, INC.","-65","2437","6","None","None","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
"DukeOpen","C4:0A:CB:EB:26:20","CISCO SYSTEMS, INC.","-68","2437","6","None","None","Infrastructure","No","2018/11/28 23:28:37","-78.94125","36.0012"
