"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","00:42:68:A2:2C:31","","-48","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 21:08:42","-78.94296","36.00223"
"Dukeblue","00:42:68:A2:2C:32","","-48","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
"Dukeblue","00:42:68:A5:18:D2","","-46","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 21:12:35","-78.94296","36.00223"
"eduroam","00:42:68:A5:18:D1","","-46","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 21:12:09","-78.94296","36.00223"
"Dukeblue","00:42:68:A2:97:C2","","-55","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
"eduroam","00:42:68:A2:97:C1","","-55","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
"Dukeblue","00:42:68:BA:F6:22","","-59","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 20:00:48","-78.94296","36.00223"
"eduroam","00:42:68:BA:F6:21","","-60","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 20:00:48","-78.94296","36.00223"
"eduroam","00:42:68:95:A1:71","","-56","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
"Dukeblue","00:42:68:95:A1:72","","-55","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/20 21:07:51","-78.94296","36.00223"
"DukeVisitor","00:42:68:A2:2C:33","","-50","2412","1","None","None","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
"DukeOpen","00:42:68:A2:2C:30","","-48","2412","1","None","None","Infrastructure","No","2018/11/20 21:07:52","-78.94296","36.00223"
"DukeVisitor","00:42:68:A5:18:D3","","-46","2412","1","None","None","Infrastructure","No","2018/11/20 21:12:35","-78.94296","36.00223"
"DukeOpen","00:42:68:A2:97:C0","","-54","2412","1","None","None","Infrastructure","No","2018/11/20 22:51:30","-78.94296","36.00223"
"DukeVisitor","00:42:68:A2:97:C3","","-55","2412","1","None","None","Infrastructure","No","2018/11/20 22:51:28","-78.94296","36.00223"
"DukeOpen","00:42:68:A5:18:D0","","-46","2412","1","None","None","Infrastructure","No","2018/11/20 21:12:35","-78.94296","36.00223"
"DukeOpen","00:42:68:BA:F6:20","","-59","2437","6","None","None","Infrastructure","No","2018/11/20 20:01:00","-78.94296","36.00223"
"DukeVisitor","00:42:68:BA:F6:23","","-59","2437","6","None","None","Infrastructure","No","2018/11/20 20:00:50","-78.94296","36.00223"
"DukeOpen","00:42:68:95:A1:70","","-56","2462","11","None","None","Infrastructure","No","2018/11/20 22:51:37","-78.94296","36.00223"
