"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"Dukeblue","00:81:C4:A0:90:63","","-75","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"eduroam","00:81:C4:A0:90:61","","-74","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"eduroam","A0:3D:6F:AB:61:E1","","-80","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"DIRECT-EH-BRAVIA","62:6D:C7:A7:52:93","","-78","2462","11","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/27 06:45:52","-78.93817","36.00183"
"DukeVisitor","00:81:C4:A0:90:62","","-73","2412","1","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"DukeOpen","00:81:C4:A0:90:60","","-74","2412","1","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"","00:81:C4:A0:90:64","","-77","2412","1","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"SolsticePod","D8:5D:E2:70:37:CB","","-84","2437","6","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"SolsticePod","D8:5D:E2:70:42:33","","-88","2437","6","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"Dukeblue","00:81:C4:D1:EF:43","","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"eduroam","00:81:C4:D1:EF:41","","-79","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"DukeVisitor","00:81:C4:D1:EF:42","","-78","2412","1","None","None","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"eduroam","A0:3D:6F:AB:8B:21","","-77","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
"Dukeblue","A0:3D:6F:AB:8B:23","","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 06:45:52","-78.93817","36.00183"
