"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"DIRECT-65-HP M252 LaserJet","96:53:30:76:57:65","","-58","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/27 18:02:54","-78.94215","36.00323"
"Dukeblue","C4:0A:CB:B3:D4:A2","CISCO SYSTEMS, INC.","-67","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"Dukeblue","0C:85:25:AB:4F:62","CISCO SYSTEMS, INC.","-66","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"eduroam","0C:85:25:AB:4F:61","CISCO SYSTEMS, INC.","-65","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"Dukeblue","00:81:C4:D1:F0:62","","-72","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"eduroam","C4:0A:CB:B3:D4:A1","CISCO SYSTEMS, INC.","-66","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"eduroam","00:81:C4:D1:F0:61","","-67","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"eduroam","0C:85:25:AB:1B:E1","CISCO SYSTEMS, INC.","-70","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"Dukeblue","0C:85:25:AB:1B:E2","CISCO SYSTEMS, INC.","-69","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"eduroam","C4:0A:CB:A5:29:41","CISCO SYSTEMS, INC.","-66","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"Dukeblue","C4:0A:CB:A5:29:42","CISCO SYSTEMS, INC.","-66","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeOpen","C4:0A:CB:B3:D4:A0","CISCO SYSTEMS, INC.","-66","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:51","-78.94215","36.00323"
"DukeOpen","0C:85:25:AB:4F:60","CISCO SYSTEMS, INC.","-65","2437","6","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","0C:85:25:AB:4F:63","CISCO SYSTEMS, INC.","-65","2437","6","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","C4:0A:CB:B3:D4:A3","CISCO SYSTEMS, INC.","-65","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","00:81:C4:D1:F0:63","","-68","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"DukeOpen","00:81:C4:D1:F0:60","","-69","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:45","-78.94215","36.00323"
"DukeOpen","0C:85:25:AB:1B:E0","CISCO SYSTEMS, INC.","-70","2462","11","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","0C:85:25:AB:1B:E3","CISCO SYSTEMS, INC.","-68","2462","11","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeOpen","C4:0A:CB:A5:29:40","CISCO SYSTEMS, INC.","-66","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","C4:0A:CB:A5:29:43","CISCO SYSTEMS, INC.","-67","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:54","-78.94215","36.00323"
"DukeVisitor","C4:0A:CB:EA:2C:63","CISCO SYSTEMS, INC.","-72","2412","1","None","None","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"eduroam","C4:0A:CB:EA:2C:61","CISCO SYSTEMS, INC.","-69","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
"Dukeblue","C4:0A:CB:EA:2C:62","CISCO SYSTEMS, INC.","-69","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/27 18:02:42","-78.94215","36.00323"
