"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","08:CC:68:91:1F:C1","Cisco","-73","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:52:59","-78.93438","36.00168"
"DukeOpen","2C:3E:CF:48:BD:80","Cisco","-29","2437","6","None","None","Infrastructure","No","2018/12/13 17:54:32","-78.93474","36.00223"
"","08:CC:68:91:1F:C4","Cisco","-72","2437","6","None","None","Infrastructure","No","2018/12/13 17:52:47","-78.93438","36.00168"
"Dukeblue","08:CC:68:91:1F:C2","Cisco","-74","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:52:49","-78.93438","36.00168"
"DukeOpen","08:CC:68:91:1F:C0","Cisco","-73","2437","6","None","None","Infrastructure","No","2018/12/13 17:52:49","-78.93438","36.00168"
"DukeVisitor","08:CC:68:91:1F:C3","Cisco","-74","2437","6","None","None","Infrastructure","No","2018/12/13 17:53:00","-78.93438","36.00168"
"DukeVisitor","2C:3E:CF:48:BD:83","Cisco","-30","2437","6","None","None","Infrastructure","No","2018/12/13 17:57:07","-78.93506","36.00236"
"Dukeblue","2C:3E:CF:48:BD:82","Cisco","-29","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:57:07","-78.93506","36.00236"
"","2C:3E:CF:48:BD:84","Cisco","-31","2437","6","None","None","Infrastructure","No","2018/12/13 17:54:18","-78.9347","36.00212"
"eduroam","2C:3E:CF:48:BD:81","Cisco","-29","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:55:32","-78.93475","36.00265"
"Dukeblue","50:1C:BF:48:D1:A2","Cisco","-64","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:53:48","-78.93457","36.00195"
"DukeVisitor","50:1C:BF:48:D1:A3","Cisco","-64","2412","1","None","None","Infrastructure","No","2018/12/13 17:53:49","-78.93461","36.00199"
"eduroam","50:1C:BF:48:D1:A1","Cisco","-63","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/13 17:53:46","-78.93457","36.00195"
"DukeOpen","50:1C:BF:48:D1:A0","Cisco","-62","2412","1","None","None","Infrastructure","No","2018/12/13 17:53:51","-78.93461","36.00199"
