"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"aces","00:EB:D5:9A:3F:79","","-79","2437","6","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"clubs","00:EB:D5:9A:3F:70","","-65","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"aces","00:EB:D5:9A:56:E9","","-83","2462","11","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"kings","00:EB:D5:9A:56:E8","","-81","2462","11","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"Dukeblue","00:EB:D5:9A:3F:7B","","-79","2437","6","WPA-EAP + WPA2-EAP","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"clubs","00:EB:D5:9A:56:E0","","-76","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"Dukeblue","00:EB:D5:9A:56:EB","","-82","2462","11","WPA-EAP + WPA2-EAP","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"kings","00:EB:D5:9A:3F:78","","-78","2437","6","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:56:E4","","-68","2462","11","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:35","-78.94101","36.00464"
"","00:EB:D5:9A:56:E2","","-79","2462","11","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:3A:12","","-70","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:33","-78.94101","36.00464"
"clubs","00:EB:D5:9A:3A:10","","-75","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"Dukeblue","00:EB:D5:9A:3A:19","","-78","2412","1","WPA-EAP + WPA2-EAP","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"aces","00:EB:D5:9A:3A:1A","","-76","2412","1","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"kings","00:EB:D5:9A:42:38","","-79","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"Dukeblue","00:6C:BC:0D:D8:3B","","-82","2412","1","WPA-EAP + WPA2-EAP","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:3E:21","","-80","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:34","-78.94101","36.00464"
"DIRECT-c1-HP M452 LaserJet","B2:52:16:6D:22:C1","","-85","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/25 21:35:34","-78.94101","36.00464"
"guest","00:EB:D5:9A:3F:76","","-80","2437","6","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"guest","00:EB:D5:9A:56:E6","","-80","2462","11","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:56:EA","","-80","2462","11","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"HP-Print-12-LaserJet 400 color","7C:E9:D3:98:16:12","Hon Hai Precision Ind. Co.,Ltd.","-67","2437","6","None","None","Infrastructure","No","2018/11/25 21:35:34","-78.94101","36.00464"
"guest","00:6C:BC:0D:D8:36","","-83","2412","1","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"DukeOpen","A8:9D:21:E4:6A:A0","","-73","2437","6","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"SolsticePod","68:14:01:1D:96:A9","","-88","2437","6","None","None","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:3F:73","","-65","2437","6","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"aces","00:EB:D5:9A:3E:29","","-79","2412","1","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:37","-78.94092","36.00463"
"","00:6C:BC:0D:D8:32","","-82","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"kings","00:EB:D5:9A:3E:28","","-75","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"clubs","00:EB:D5:9A:3E:20","","-75","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"Dukeblue","00:EB:D5:9A:3E:2B","","-76","2412","1","WPA-EAP + WPA2-EAP","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"kings","00:6C:BC:0D:D8:38","","-76","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:36","-78.94092","36.00463"
"clubs","00:6C:BC:0D:D8:30","","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:37","-78.94092","36.00463"
"aces","00:6C:BC:0D:D8:39","","-82","2412","1","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"DIRECT-f8-HP M252 LaserJet","AA:6B:AD:2F:F1:F8","","-79","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/25 21:35:34","-78.94101","36.00464"
"aces","00:EB:D5:9A:42:3A","","-80","2412","1","WPA2-PSK","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"Dukeblue","00:EB:D5:9A:42:39","","-86","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"eduroam","A8:9D:21:E4:6A:A1","","-74","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"","00:EB:D5:9A:42:31","","-83","2412","1","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/11/25 21:35:35","-78.94101","36.00464"
"Dukeblue","00:5D:73:39:8D:E2","","-86","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/25 21:35:39","-78.94092","36.00463"
"guest","00:EB:D5:9A:3E:26","","-76","2412","1","None","None","Infrastructure","No","2018/11/25 21:35:35","-78.94101","36.00464"
"Pratt IT","C4:8E:8F:AA:23:F9","","-73","2437","6","None","None","Infrastructure","No","2018/11/25 21:35:35","-78.94101","36.00464"
