"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"clubs","00:5D:73:39:8D:E4","","-87","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:12","-78.94186","36.00302"
"DukeVisitor","00:5D:73:39:8D:E3","","-74","2412","1","None","None","Infrastructure","No","2018/12/10 19:08:09","-78.94181","36.00246"
"SolsticePod","D8:5D:E2:70:35:EF","","-94","2437","6","None","None","Infrastructure","No","2018/12/10 19:07:14","-78.94186","36.00302"
"Dukeblue","00:5D:73:39:8D:E2","","-91","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:19","-78.9419","36.00297"
"eduroam","00:5D:73:39:8D:E1","","-88","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:12","-78.94186","36.00302"
"DukeVisitor","F4:EA:67:BF:37:53","CISCO SYSTEMS, INC.","-87","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:25","-78.94192","36.00292"
"Dukeblue","C4:0A:CB:B2:33:D2","CISCO SYSTEMS, INC.","-68","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:33","-78.94197","36.00283"
"eduroam","F4:EA:67:BF:37:51","CISCO SYSTEMS, INC.","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:21","-78.9419","36.00297"
"Dukeblue","F4:EA:67:BF:37:52","CISCO SYSTEMS, INC.","-89","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:25","-78.94192","36.00292"
"clubs","F4:EA:67:BF:37:54","CISCO SYSTEMS, INC.","-88","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:25","-78.94192","36.00292"
"DukeOpen","F4:EA:67:BF:37:50","CISCO SYSTEMS, INC.","-89","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:25","-78.94192","36.00292"
"DukeOpen","C4:0A:CB:B2:33:D0","CISCO SYSTEMS, INC.","-69","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:34","-78.94197","36.00283"
"DukeVisitor","C4:0A:CB:B2:33:D3","CISCO SYSTEMS, INC.","-67","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:33","-78.94197","36.00283"
"eduroam","C4:0A:CB:B2:33:D1","CISCO SYSTEMS, INC.","-69","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:33","-78.94197","36.00283"
"eduroam","C4:0A:CB:B3:D4:A1","CISCO SYSTEMS, INC.","-77","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:32","-78.94197","36.00283"
"Dukeblue","C4:0A:CB:B3:D4:A2","CISCO SYSTEMS, INC.","-78","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/10 19:07:12","-78.94186","36.00302"
"DukeOpen","C4:0A:CB:B3:D4:A0","CISCO SYSTEMS, INC.","-77","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:15","-78.94186","36.00302"
"DukeVisitor","C4:0A:CB:B3:D4:A3","CISCO SYSTEMS, INC.","-77","2412","1","None","None","Infrastructure","No","2018/12/10 19:07:12","-78.94186","36.00302"
"DukeVisitor","D4:A0:2A:14:EA:F3","CISCO SYSTEMS, INC.","-78","2437","6","None","None","Infrastructure","No","2018/12/10 19:07:21","-78.9419","36.00297"
