"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"DukeVisitor","00:5D:73:39:8D:E3","","-90","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:22","-78.94194","36.00279"
"clubs","F4:EA:67:BF:37:54","CISCO SYSTEMS, INC.","-86","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:10","-78.94192","36.00289"
"Dukeblue","F4:EA:67:BF:37:52","CISCO SYSTEMS, INC.","-88","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:16","-78.94194","36.00284"
"DIRECT-65-HP M252 LaserJet","96:53:30:76:57:65","","-72","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/12/11 18:49:23","-78.94194","36.00279"
"DukeVisitor","F4:EA:67:BF:37:53","CISCO SYSTEMS, INC.","-89","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:10","-78.94192","36.00289"
"eduroam","F4:EA:67:BF:37:51","CISCO SYSTEMS, INC.","-90","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:16","-78.94194","36.00284"
"DukeOpen","F4:EA:67:BF:37:50","CISCO SYSTEMS, INC.","-88","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:16","-78.94194","36.00284"
"DukeOpen","C4:0A:CB:B2:33:D0","CISCO SYSTEMS, INC.","-67","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:28","-78.94193","36.00274"
"eduroam","C4:0A:CB:B2:33:D1","CISCO SYSTEMS, INC.","-68","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:21","-78.94194","36.00279"
"Dukeblue","C4:0A:CB:B2:33:D2","CISCO SYSTEMS, INC.","-66","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:28","-78.94193","36.00274"
"DukeVisitor","C4:0A:CB:B2:33:D3","CISCO SYSTEMS, INC.","-69","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:30","-78.94192","36.00269"
"eduroam","C4:0A:CB:B3:D4:A1","CISCO SYSTEMS, INC.","-82","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:28","-78.94193","36.00274"
"Dukeblue","C4:0A:CB:B3:D4:A2","CISCO SYSTEMS, INC.","-81","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:17","-78.94194","36.00284"
"DukeOpen","C4:0A:CB:B3:D4:A0","CISCO SYSTEMS, INC.","-80","2462","11","None","None","Infrastructure","No","2018/12/11 18:49:17","-78.94194","36.00284"
"DukeVisitor","C4:0A:CB:B3:D4:A3","CISCO SYSTEMS, INC.","-80","2462","11","None","None","Infrastructure","No","2018/12/11 18:49:17","-78.94194","36.00284"
"DukeOpen","D4:A0:2A:14:EA:F0","CISCO SYSTEMS, INC.","-80","2412","1","None","None","Infrastructure","No","2018/12/11 18:49:26","-78.94193","36.00274"
"Dukeblue","C4:0A:CB:A5:61:82","CISCO SYSTEMS, INC.","-80","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:25","-78.94194","36.00279"
"eduroam","C4:0A:CB:A5:61:81","CISCO SYSTEMS, INC.","-81","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 18:49:25","-78.94194","36.00279"
