"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","D4:A0:2A:11:0C:C1","CISCO SYSTEMS, INC.","-68","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:16","-78.94324","36.0029"
"Dukeblue","C4:0A:CB:EA:17:12","CISCO SYSTEMS, INC.","-65","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:22","-78.94324","36.0029"
"eduroam","C4:0A:CB:EA:17:11","CISCO SYSTEMS, INC.","-66","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:19","-78.94324","36.0029"
"Dukeblue","D4:A0:2A:11:0C:C2","CISCO SYSTEMS, INC.","-69","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"eduroam","C4:0A:CB:A5:C7:81","CISCO SYSTEMS, INC.","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:17","-78.94324","36.0029"
"Dukeblue","D4:A0:2A:4B:96:F2","CISCO SYSTEMS, INC.","-85","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:16","-78.94324","36.0029"
"Dukeblue","C4:0A:CB:B3:BA:D2","CISCO SYSTEMS, INC.","-82","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:18","-78.94324","36.0029"
"DukeOpen","C4:0A:CB:EA:17:10","CISCO SYSTEMS, INC.","-67","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:EA:17:13","CISCO SYSTEMS, INC.","-66","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:22","-78.94324","36.0029"
"DukeVisitor","D4:A0:2A:11:0C:C3","CISCO SYSTEMS, INC.","-68","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeOpen","D4:A0:2A:11:0C:C0","CISCO SYSTEMS, INC.","-70","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:A5:C7:83","CISCO SYSTEMS, INC.","-80","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:17","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:B3:BA:D3","CISCO SYSTEMS, INC.","-83","2437","6","None","None","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:DE:3C:53","CISCO SYSTEMS, INC.","-83","2462","11","None","None","Infrastructure","No","2018/11/19 11:55:14","-78.94324","36.0029"
"Dukeblue","D4:A0:2A:10:F9:D2","CISCO SYSTEMS, INC.","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:23","-78.94324","36.0029"
"eduroam","D4:A0:2A:10:F9:D1","CISCO SYSTEMS, INC.","-74","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:24","-78.94324","36.0029"
"eduroam","C4:0A:CB:DE:29:E1","CISCO SYSTEMS, INC.","-73","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"eduroam","C4:0A:CB:B3:BA:D1","CISCO SYSTEMS, INC.","-83","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:18","-78.94324","36.0029"
"DukeVisitor","D4:A0:2A:10:F9:D3","CISCO SYSTEMS, INC.","-74","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:18","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:DE:29:E3","CISCO SYSTEMS, INC.","-75","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"DukeVisitor","C4:0A:CB:A5:FA:C3","CISCO SYSTEMS, INC.","-91","2437","6","None","None","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"Dukeblue","C4:0A:CB:DE:29:E2","CISCO SYSTEMS, INC.","-75","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:24","-78.94324","36.0029"
"Dukeblue","0C:85:25:C6:73:E2","CISCO SYSTEMS, INC.","-89","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"eduroam","D4:A0:2A:4B:96:F1","CISCO SYSTEMS, INC.","-83","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"eduroam","0C:85:25:C6:73:E1","CISCO SYSTEMS, INC.","-92","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeVisitor","0C:85:25:C7:BF:93","CISCO SYSTEMS, INC.","-85","2437","6","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeOpen","0C:85:25:C6:73:E0","CISCO SYSTEMS, INC.","-89","2462","11","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeVisitor","D4:A0:2A:4B:96:F3","CISCO SYSTEMS, INC.","-82","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"DukeVisitor","0C:85:25:C6:73:E3","CISCO SYSTEMS, INC.","-89","2462","11","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeOpen","C4:0A:CB:A5:C7:80","CISCO SYSTEMS, INC.","-79","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:22","-78.94324","36.0029"
"DukeOpen","D4:A0:2A:4B:96:F0","CISCO SYSTEMS, INC.","-84","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"eduroam","C4:0A:CB:DE:3C:51","CISCO SYSTEMS, INC.","-83","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:14","-78.94324","36.0029"
"DIRECT-58-HP DeskJet 2600 series","80:CE:62:C2:E9:59","","-88","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/11/19 11:55:17","-78.94324","36.0029"
"DukeOpen","C4:0A:CB:DE:29:E0","CISCO SYSTEMS, INC.","-75","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:16","-78.94324","36.0029"
"DukeOpen","C4:0A:CB:B3:BA:D0","CISCO SYSTEMS, INC.","-85","2437","6","None","None","Infrastructure","No","2018/11/19 11:55:24","-78.94324","36.0029"
"DukeVisitor","00:42:68:BA:EC:B3","","-90","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:15","-78.94324","36.0029"
"DukeOpen","D4:A0:2A:10:F9:D0","CISCO SYSTEMS, INC.","-75","2412","1","None","None","Infrastructure","No","2018/11/19 11:55:21","-78.94324","36.0029"
"eduroam","C4:0A:CB:A5:FA:C1","CISCO SYSTEMS, INC.","-91","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
"Dukeblue","C4:0A:CB:A5:C7:82","CISCO SYSTEMS, INC.","-75","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:21","-78.94324","36.0029"
"eduroam","C4:0A:CB:B3:72:51","CISCO SYSTEMS, INC.","-84","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/11/19 11:55:25","-78.94324","36.0029"
