"Name","Address","Company","Signal Level","Frequency","Channel","Security","Cipher","BSS Type","WPS Support","Time","Longitude","Latitude"
"eduroam","F4:EA:67:BF:29:41","CISCO SYSTEMS, INC.","-64","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:12:36","-78.93829","36.00104"
"DukeVisitor","F4:EA:67:BF:29:43","CISCO SYSTEMS, INC.","-64","2412","1","None","None","Infrastructure","No","2018/12/11 10:12:36","-78.93829","36.00104"
"","F4:EA:67:BF:29:44","CISCO SYSTEMS, INC.","-68","2412","1","None","None","Infrastructure","No","2018/12/11 10:12:36","-78.93829","36.00104"
"Dukeblue","F4:EA:67:BF:29:42","CISCO SYSTEMS, INC.","-64","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:12:36","-78.93829","36.00104"
"eduroam","C4:0A:CB:DF:2B:51","CISCO SYSTEMS, INC.","-76","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:06:06","-78.93834","36.00088"
"DukeOpen","F4:EA:67:BF:29:40","CISCO SYSTEMS, INC.","-65","2412","1","None","None","Infrastructure","No","2018/12/11 10:12:39","-78.93829","36.00104"
"DIRECT-0a-HP M477 LaserJet","46:1C:A8:25:F2:0A","","-74","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/12/11 10:12:38","-78.93829","36.00104"
"HP-Print-73-Deskjet 2540 series","EC:8E:B5:EF:68:73","","-90","2437","6","WPA2-PSK","CCMP","Infrastructure","No","2018/12/11 10:13:51","-78.93824","36.00091"
"eduroam","00:F2:8B:40:7D:71","","-78","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:14","-78.9382","36.00094"
"Dukeblue","00:F2:8B:40:7D:72","","-77","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:27","-78.93821","36.00096"
"DukeVisitor","00:F2:8B:40:7D:73","","-77","2462","11","None","None","Infrastructure","No","2018/12/11 10:13:27","-78.93821","36.00096"
"XP8800_IELV","02:24:A3:FA:21:17","","-59","2437","6","WPA2-PSK","CCMP","Infrastructure","No","2018/12/11 10:12:30","-78.93835","36.00105"
"Dukeblue","C4:0A:CB:DF:2B:52","CISCO SYSTEMS, INC.","-77","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:18","-78.9382","36.00094"
"DukeOpen","C4:0A:CB:DF:2B:50","CISCO SYSTEMS, INC.","-77","2412","1","None","None","Infrastructure","No","2018/12/11 10:06:00","-78.93834","36.00088"
"DukeVisitor","C4:0A:CB:DF:2B:53","CISCO SYSTEMS, INC.","-78","2412","1","None","None","Infrastructure","No","2018/12/11 10:14:14","-78.9382","36.00094"
"","C4:0A:CB:DF:2B:54","CISCO SYSTEMS, INC.","-75","2412","1","None","None","Infrastructure","No","2018/12/11 10:06:01","-78.93834","36.00088"
"DukeOpen","E8:65:49:EA:9F:30","","-80","2437","6","None","None","Infrastructure","No","2018/12/11 10:13:11","-78.93827","36.00094"
"","68:72:51:4C:E1:00","Ubiquiti Networks","-88","2447","8","WPA2-PSK","CCMP","Infrastructure","No","2018/12/11 10:06:08","-78.93834","36.00088"
"Dukeblue","E8:65:49:EA:9F:32","","-80","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:11","-78.93827","36.00094"
"eduroam","E8:65:49:EA:9F:31","","-83","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:18","-78.9382","36.00094"
"DukeVisitor","E8:65:49:EA:9F:33","","-78","2437","6","None","None","Infrastructure","No","2018/12/11 10:12:36","-78.93829","36.00104"
"eduroam","C4:0A:CB:EB:2C:91","CISCO SYSTEMS, INC.","-82","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:06:08","-78.93834","36.00088"
"DukeVisitor","C4:0A:CB:EB:2C:93","CISCO SYSTEMS, INC.","-84","2437","6","None","None","Infrastructure","No","2018/12/11 10:06:08","-78.93834","36.00088"
"Dukeblue","C4:0A:CB:EB:2C:92","CISCO SYSTEMS, INC.","-85","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:06:08","-78.93834","36.00088"
"WiFi Hotspot 3084","78:61:7C:49:2A:02","MITSUMI ELECTRIC CO.,LTD","-88","2437","6","WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/12/11 10:06:08","-78.93834","36.00088"
"airtame-DIV110","38:4B:76:01:54:05","","-89","2437","6","WPA-PSK + WPA2-PSK","TKIP + CCMP","Infrastructure","No","2018/12/11 10:12:10","-78.93835","36.00105"
"DukeOpen","00:F2:8B:40:7D:70","","-77","2462","11","None","None","Infrastructure","No","2018/12/11 10:13:29","-78.93821","36.00096"
"DukeVisitor","00:FE:C8:34:55:74","","-90","2412","1","None","None","Infrastructure","No","2018/12/11 10:11:35","-78.93835","36.00105"
"DukeVisitor","00:27:E3:19:7C:24","","-80","2437","6","None","None","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"DukeOpen","C4:0A:CB:EB:2C:90","CISCO SYSTEMS, INC.","-88","2437","6","None","None","Infrastructure","No","2018/12/11 10:12:13","-78.93835","36.00105"
"DIRECT-roku-056-B23115","AC:3A:7A:DF:7A:8B","","-89","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/12/11 10:12:30","-78.93835","36.00105"
"DIRECT-49-HP M452 LaserJet","62:6D:C7:9F:B4:49","","-90","2437","6","WPA2-PSK","CCMP","Infrastructure","Yes","2018/12/11 10:12:28","-78.93835","36.00105"
"DukeOpen","00:27:E3:25:BA:00","","-79","2412","1","None","None","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"eduroam","00:27:E3:25:BA:01","","-79","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:10","-78.93827","36.00094"
"DukeVisitor","00:27:E3:25:BA:04","","-80","2412","1","None","None","Infrastructure","No","2018/12/11 10:13:10","-78.93827","36.00094"
"Dukeblue","D8:24:BD:B4:C2:E2","CISCO SYSTEMS, INC.","-86","2412","1","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"eduroam","D8:24:BD:A1:03:71","CISCO SYSTEMS, INC.","-87","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:17","-78.9382","36.00094"
"Dukeblue","D8:24:BD:A1:03:72","CISCO SYSTEMS, INC.","-87","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"DukeVisitor","D8:24:BD:A1:03:73","CISCO SYSTEMS, INC.","-85","2437","6","None","None","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"eduroam","00:27:E3:19:7C:21","","-78","2437","6","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"DukeOpen","00:27:E3:19:7C:20","","-80","2437","6","None","None","Infrastructure","No","2018/12/11 10:13:24","-78.93827","36.00094"
"Dukeblue","00:FE:C8:38:78:E3","","-87","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:07","-78.9382","36.00094"
"eduroam","00:FE:C8:38:78:E1","","-88","2462","11","WPA2-EAP","CCMP","Infrastructure","No","2018/12/11 10:14:05","-78.9382","36.00094"
